path,creates_table,rls_same_file,security_definer_count,search_path_set,fk_added,tier,verdict
supabase/migrations/20260510064952_qb_fixer.sql,Y,Y,1,Y,N,1,PASS
supabase/migrations/20260510065248_qb_fixer.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260510070057_qb_fixer_fix_review_feedback.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260510125019_grounded_traces_grounded_from_chunks.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260510131735_document_foxy_response_cache_unused.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260511000000_pedagogy_v2_wave_3_monthly_synthesis.sql,Y,Y,0,N/A,N,0,PASS
supabase/migrations/20260511120000_agent_mesh_foundation.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260511144221_add_ff_editorial_atlas.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260511180000_add_ff_editorial_atlas.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260512000000_restore_chapter_rpc_filters.sql,N,N/A,1,Y,N,0,PASS
supabase/migrations/20260512065502_reconcile_phantom.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260512065503_reconcile_phantom.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260512070302_ff_chapter_reader_v2.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260512070624_backfill_g7_math_ch1_concepts_v2.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260512075619_ff_tutor_v1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260513000000_promote_ncert_exercises_to_question_bank.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260513120000_promote_ncert_exercises_skip_duplicates.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260514000000_quiz_rpcs_recognize_ncert_type.sql,N,N/A,2,Y,N,0,PASS
supabase/migrations/20260514120000_add_perf_indexes.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260515000001_add_is_demo_to_teachers_and_guardians.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260515000002_security_hardening_secdef_anon_searchpath_rls_view.sql,N,N/A,2,Y,N,1,PASS
supabase/migrations/20260515000003_perf_covering_indexes_batch_a.sql,N,N/A,0,N/A,Y,1,PASS
supabase/migrations/20260515000004_perf_covering_indexes_batch_b.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260516000000_fix_security_definer_views.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260516010000_fix_function_search_path_mutable.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260516020000_tighten_rls_policy_always_true.sql,N,N/A,3,N,N,0,PASS (SD mentions comment-only; hand-verified)
supabase/migrations/20260516030000_document_school_subscriptions_rls.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260516040000_revoke_execute_internal_functions.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260516050000_revoke_execute_from_public_corrective.sql,N,N/A,1,N,N,0,PASS (SD mention comment-only; hand-verified)
supabase/migrations/20260516060000_revoke_execute_explicit_grants.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260516070000_grounded_traces_grounded_from_chunks.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260516080000_document_foxy_response_cache_unused.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260516120000_cycle_goal_inbox.sql,Y,Y,0,N/A,Y,1,PASS
supabase/migrations/20260516180000_domain_events_bus.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260517100000_learner_state_projections.sql,Y,Y,0,N/A,N,0,PASS
supabase/migrations/20260518000001_mol_telemetry.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260518000002_mol_feedback.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260518000003_model_pricing.sql,Y,Y,0,N/A,N,1,PASS
supabase/migrations/20260518000004_mol_feature_flags.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260518000006_mol_weight_update_fn.sql,N,N/A,1,N,N,1,FAIL (public.update_mol_routing_weights() is SECURITY DEFINER with NO search_path set inline or via any later ALTER FUNCTION anywhere in the chain -- genuine gap missed by Phase 2 SD-SWEEP; see findings.md Task 1 for exploitability analysis)
supabase/migrations/20260518000007_mol_health_view.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260518100000_add_ff_foxy_context_rich_v1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260519000001_mol_shadow_routing.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260519000002_mol_shadow_flag_seed.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260519000003_mol_request_health_24h.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260519100000_add_ff_rule_engine_v1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260520000001_mol_shadow_text_buffer.sql,Y,Y,0,N/A,N,0,PASS
supabase/migrations/20260520000002_mol_shadow_text_capture_flag.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260520000003_add_question_bank_chapter_title.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260520000004_jee_neet_schema_unblock.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260520000005_exam_papers_and_pyq_import.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260520000006_seed_jee_neet_olympiad_papers.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260520000007_competition_sku_substrate.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260520000008_mock_test_attempts.sql,Y,Y,3,Y,Y,0,PASS
supabase/migrations/20260520000009_cbse_board_seed.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260520000010_staging_canary_goal_aware.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260520000011_cbse_grades_9_10_11_seed.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260520000020_mol_pricing_date_aliases.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260520100000_add_ff_mesh_l8_attribution_v1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260520120000_study_menu_v2_flag.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260521100000_state_events_bus_rename.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260522100000_learner_loop_phase_1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260522110000_learner_loop_dashboard_phase_3a.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260523100000_scheduled_actions_phase_3c.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260523110000_revise_route_phase_4.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260524100000_phase_5_substrate.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260524110000_syllabus_triggers_reapply_v3.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260524110001_state_runtime_per_subscriber.sql,Y,Y,0,N/A,N,1,PASS
supabase/migrations/20260524110002_projector_runner_cron.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260524180000_python_generate_concepts_flag.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260525100000_adr_004_phase_2_bkt_schema.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260525100001_adr_004_phase_2_bkt_rpc.sql,N,N/A,1,Y,N,0,PASS
supabase/migrations/20260525100002_ff_tutor_bkt_v1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260525120000_coerce_students_preferred_subject.sql,N,N/A,0,N/A,Y,0,PASS
supabase/migrations/20260525130000_students_preferred_subject_fk.sql,N,N/A,0,N/A,Y,0,PASS
supabase/migrations/20260525130001_security_and_performance_advisor_batch1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260525130002_api_query_path_indexes_batch2.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260526100000_projector_health_check_cron.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260527000000_add_school_id_foxy_chat_messages.sql,N,N/A,1,Y,Y,0,PASS
supabase/migrations/20260527000001_add_school_id_audit_logs.sql,N,N/A,1,Y,Y,0,PASS
supabase/migrations/20260527000002_add_ff_realtime_subscriptions_v1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260527000003_teacher_parent_threads.sql,Y,Y,1,Y,Y,0,PASS
supabase/migrations/20260527000004_dpdp_parental_consent.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260527000005_link_code_otp.sql,Y,Y,1,Y,N,0,PASS
supabase/migrations/20260527000006_data_erasure_requests.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260527000007_data_erasure_cron.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260527000008_perf_index_audit_phase_d6.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260527000009_realtime_publication_subscribe.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260527000010_synthetic_monitor_results.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260527000011_school_pause_audit.sql,N,N/A,0,N/A,Y,0,PASS
supabase/migrations/20260528000001_promote_demo_accounts_v2.sql,Y,Y,3,Y,N,0,PASS
supabase/migrations/20260528000002_school_slo_and_health_check_log.sql,Y,Y,1,Y,N,1,PASS
supabase/migrations/20260528000003_grounding_circuit_state.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260528000004_demo_account_purge_cron.sql,N,N/A,1,Y,N,0,PASS
supabase/migrations/20260528000005_add_ff_demo_accounts_v2.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260528000006_audit_logs_admin_actor_type.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260528000007_admin_login_attempts.sql,Y,Y,1,Y,N,1,PASS
supabase/migrations/20260528000008_synthetic_host_monitor_cron.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260528000009_subjects_rpc_stream_aware.sql,N,N/A,1,Y,N,0,PASS
supabase/migrations/20260528000010_extend_g11_12_stream_subjects_cbse.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260528000011_foxy_continuity_observability.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260528000012_foxy_chat_messages_pending.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260528000013_foxy_pending_expectations.sql,Y,Y,4,Y,Y,0,PASS
supabase/migrations/20260528000014_foxy_long_memory_flag.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260529000000_alfabot_v1.sql,Y,Y,1,N,Y,0,PASS (SD mention is comment-only "no SECURITY DEFINER"; hand-verified)
supabase/migrations/20260603120000_remove_ff_revise_route_v1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260603120100_remove_ff_study_menu_v2.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260603140000_fix_sync_school_admin_role_trigger.sql,N,N/A,1,Y,N,0,PASS
supabase/migrations/20260603150000_demo_account_authority_completeness.sql,N,N/A,2,Y,N,0,PASS
supabase/migrations/20260603160000_mol_admin_functions_rollback_flag.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260603170000_python_bulk_question_gen_flag.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260603180000_python_generate_answers_flag.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260603190000_python_voice_tts_flag.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260604100000_classroom_integration_and_teacher_planner.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260605000000_fix_board_subject_chapter_gaps.sql,N,N/A,4,Y,N,0,PASS
supabase/migrations/20260606000000_phase5_phase6_python_flags.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260607000000_micro_telemetry_and_cognitive_gaps.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260608000000_streak_freeze_and_curriculum.sql,N,N/A,1,Y,N,0,PASS
supabase/migrations/20260609000000_lesson_flow_and_parameters.sql,N,N/A,1,Y,N,0,PASS
supabase/migrations/20260609100000_python_monthly_synthesis_builder_flag.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260609110000_python_nep_compliance_flag.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260609120000_python_parent_report_generator_flag.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260609130000_python_grade_experiment_conclusion_flag.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260609140000_python_verify_question_bank_flag.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260609150000_python_extract_ncert_questions_flag.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260609160000_python_bulk_non_mcq_gen_flag.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260609170000_demo_requests_table.sql,Y,Y,1,Y,N,1,PASS
supabase/migrations/20260609180000_extend_get_user_role_school_admin.sql,N,N/A,1,Y,N,0,PASS
supabase/migrations/20260610000000_publish_quiz_completed_event.sql,N,N/A,4,Y,N,0,PASS
supabase/migrations/20260610090000_secure_get_user_role.sql,N,N/A,3,Y,N,0,PASS
supabase/migrations/20260610090100_bootstrap_link_code.sql,N,N/A,4,Y,N,0,PASS
supabase/migrations/20260610100000_reconcile_demo_requests_table.sql,Y,Y,1,Y,N,1,PASS
supabase/migrations/20260610110000_seed_content_and_diagnostic_permissions.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260611000000_seed_ff_cosmic_redesign_v1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260611000050_seed_payments_subscribe_permission.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260611000100_seed_ff_school_admin_rbac_flag.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260612000000_seed_phase1_consumer_minimalism_flags.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260612123200_rbac_matrix_conformance.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260613000000_child_encourage_permission.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260613000001_parent_cheers.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260613000002_ff_parent_encourage_v1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260613000003_child_encourage_guardian_grant.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260613000004_teacher_remediation_assignments.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260614000000_phase3b_school_command_center_read_models.sql,N,N/A,10,Y,N,0,PASS
supabase/migrations/20260614000001_phase3b_seat_enforcement.sql,N,N/A,14,Y,N,0,PASS
supabase/migrations/20260614000002_phase3b_school_admin_rbac.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260614000003_phase3b_school_reporting.sql,N,N/A,9,Y,N,0,PASS
supabase/migrations/20260614200000_repair_security_advisor_batch1.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260614200001_repair_api_query_path_indexes.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260614200002_bootstrap_idempotency_harness.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260615000000_phase3c_seed_white_label_flags.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260615100000_enable_production_flags_local_dev.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260615122657_create_learning_events.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260615122658_create_intervention_alerts.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260615122659_create_system_metrics.sql,Y,Y,0,N/A,N,0,PASS
supabase/migrations/20260615142552_restore_missing_quiz_functions.sql,N,N/A,6,Y,N,0,PASS
supabase/migrations/20260615153409_seed_ff_quiz_telemetry_v1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260615162908_restore_missing_rpc_surface.sql,N,N/A,4,Y,N,0,PASS
supabase/migrations/20260615180149_add_consecutive_wrong_to_concept_mastery.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260615181255_maintain_consecutive_wrong_in_learner_state.sql,N,N/A,2,Y,N,1,PASS
supabase/migrations/20260615205752_institution_entitlements.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260615205753_seed_ff_institution_entitlements_v1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260616000000_education_intelligence_cloud_v1.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260616000100_eic_aggregation_functions.sql,N,N/A,8,Y,N,0,PASS
supabase/migrations/20260616010000_principal_ai_assistant_v1.sql,Y,Y,4,Y,Y,0,PASS
supabase/migrations/20260616020000_grant_principal_ai_context_execute_authenticated.sql,N,N/A,2,N,N,1,PASS (SD mention comment-only; hand-verified)
supabase/migrations/20260616120000_purchase_streak_freeze_rpc.sql,N,N/A,1,Y,N,0,PASS
supabase/migrations/20260617000000_seed_payment_failed_webhook_alert_rule.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260618000000_fix_eic_clamp_double_precision.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260618000001_platform_security_layer.sql,Y,Y,12,Y,Y,0,PASS
supabase/migrations/20260618090000_data_erasure_purger_compliance.sql,N,N/A,3,Y,Y,0,PASS
supabase/migrations/20260618093000_internal_cron_security_policies.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260619000000_seed_ff_foxy_os_v1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260619000100_seed_ff_school_pulse_v1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260619000150_reconcile_teacher_remediation_assignments.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260619000200_adaptive_interventions.sql,Y,Y,0,N/A,Y,0,PASS
supabase/migrations/20260619000300_seed_ff_adaptive_remediation_v1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260619000400_teacher_remediation_dedupe_index.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260619000500_adaptive_interventions_extend_trigger_signal.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260619000600_seed_ff_adaptive_loops_bc_v1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260619000700_seed_ff_foxy_learning_actions_v1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260619000800_seed_ff_foxy_math_pipeline_v1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260619000900_foxy_pending_expectations_add_next_topic.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260619001000_seed_ff_foxy_curriculum_guard_v1.sql,N,N/A,0,N/A,N,2,PASS
supabase/migrations/20260620000000_portal_rbac_remediation_phase0_school_manage_exams.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260620000100_portal_rbac_remediation_phase0_content_read_alfabot_read_messages.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260620000200_portal_rbac_remediation_phase2_guardian_read_foxy_chat.sql,N,N/A,1,N,N,0,PASS (SD mention comment-only, references baseline is_guardian_of; hand-verified)
supabase/migrations/20260620000300_portal_rbac_remediation_phase3_get_admin_school_id_recognizes_school_admins.sql,N,N/A,1,Y,N,0,PASS
supabase/migrations/20260620000400_phase3_enable_school_saas_flags.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260620000500_portal_rbac_remediation_seed_school_manage_api_keys.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260620000600_create_parent_weekly_reports.sql,Y,Y,1,N,Y,0,PASS (SD mention comment-only, references baseline is_guardian_of; hand-verified)
supabase/migrations/20260620000700_sync_class_students_class_enrollments.sql,N,N/A,6,Y,N,0,PASS
supabase/migrations/20260620000800_add_razorpay_plan_id_quarterly.sql,N,N/A,0,N/A,N,0,PASS
supabase/migrations/20260620000900_fix_match_rag_chunks_drop_syllabus_version.sql,N,N/A,1,Y,N,1,PASS
supabase/migrations/20260620001000_grade_book_entries.sql,Y,Y,0,N/A,Y,0,PASS
